frozenset({'frozen vegetables', 'bottled water'}),	0.0062023385866802234
frozenset({'root vegetables', 'beef'}),	0.017386883579054397
frozenset({'soda', 'pip fruit'}),	0.013319776309100152
frozenset({'beef', 'whole milk'}),	0.02125063548551093
frozenset({'citrus fruit', 'newspapers'}),	0.008337569903406202
frozenset({'yogurt', 'candy'}),	0.005490594814438231
frozenset({'napkins', 'newspapers'}),	0.0062023385866802234
frozenset({'pasta', 'whole milk'}),	0.006100660904931368
frozenset({'rolls/buns', 'long life bakery product'}),	0.007930859176410779
frozenset({'bottled beer', 'whole milk'}),	0.02043721403152008
frozenset({'soda', 'coffee'}),	0.0099644128113879
frozenset({'beef', 'sausage'}),	0.005592272496187087
frozenset({'curd', 'dessert'}),	0.005185561769191663
frozenset({'sausage', 'margarine'}),	0.0071174377224199285
frozenset({'yogurt', 'curd'}),	0.01728520589730554
frozenset({'napkins', 'shopping bags'}),	0.007219115404168785
frozenset({'citrus fruit', 'shopping bags'}),	0.009761057447890189
frozenset({'berries', 'tropical fruit'}),	0.006710726995424504
frozenset({'meat', 'whole milk'}),	0.0099644128113879
frozenset({'soda', 'shopping bags'}),	0.024605998983223184
frozenset({'other vegetables', 'onions'}),	0.014234875444839857
frozenset({'soda', 'frankfurter'}),	0.01128622267412303
frozenset({'rolls/buns', 'hygiene articles'}),	0.005897305541433655
frozenset({'pip fruit', 'pork'}),	0.006100660904931368
frozenset({'frozen vegetables', 'sausage'}),	0.005998983223182512
frozenset({'bottled water', 'canned beer'}),	0.008032536858159633
frozenset({'soda', 'canned beer'}),	0.013828164717844434
frozenset({'fruit/vegetable juice', 'domestic eggs'}),	0.008032536858159633
frozenset({'other vegetables', 'meat'}),	0.0099644128113879
frozenset({'curd', 'margarine'}),	0.00630401626842908
frozenset({'rolls/buns', 'whipped/sour cream'}),	0.014641586171835282
frozenset({'citrus fruit', 'onions'}),	0.005592272496187087
frozenset({'frozen vegetables', 'whole milk'}),	0.02043721403152008
frozenset({'root vegetables', 'pork'}),	0.01362480935434672
frozenset({'rolls/buns', 'coffee'}),	0.010981189628876462
frozenset({'flour', 'whole milk'}),	0.008439247585155059
frozenset({'root vegetables', 'frozen vegetables'}),	0.011591255719369599
frozenset({'pip fruit', 'pastry'}),	0.010676156583629894
frozenset({'pork', 'whole milk'}),	0.022165734621250637
frozenset({'curd', 'bottled water'}),	0.006100660904931368
frozenset({'yogurt', 'chocolate'}),	0.009252669039145907
frozenset({'soda', 'butter'}),	0.008845958312150484
frozenset({'tropical fruit', 'domestic eggs'}),	0.011387900355871887
frozenset({'soda', 'ice cream'}),	0.006100660904931368
frozenset({'pastry', 'dessert'}),	0.005388917132689374
frozenset({'yogurt', 'whipped/sour cream'}),	0.02074224707676665
frozenset({'soda', 'bottled water'}),	0.028978139298423997
frozenset({'other vegetables', 'waffles'}),	0.010066090493136757
frozenset({'yogurt', 'oil'}),	0.0052872394509405184
frozenset({'pastry', 'whole milk'}),	0.033248601931875954
frozenset({'beef', 'fruit/vegetable juice'}),	0.005083884087442806
frozenset({'citrus fruit', 'beef'}),	0.008439247585155059
frozenset({'fruit/vegetable juice', 'whole milk'}),	0.026639552618200304
frozenset({'root vegetables', 'cream cheese '}),	0.0075241484494153535
frozenset({'citrus fruit', 'cream cheese '}),	0.0056939501779359435
frozenset({'coffee', 'whole milk'}),	0.018708693441789527
frozenset({'yogurt', 'soda'}),	0.027351296390442297
frozenset({'waffles', 'pastry'}),	0.007015760040671073
frozenset({'UHT-milk', 'rolls/buns'}),	0.006405693950177936
frozenset({'rolls/buns', 'waffles'}),	0.009150991357397052
frozenset({'white bread', 'whole milk'}),	0.01708185053380783
frozenset({'sausage', 'hamburger meat'}),	0.005185561769191663
frozenset({'soda', 'onions'}),	0.0052872394509405184
frozenset({'cream cheese ', 'sausage'}),	0.005592272496187087
frozenset({'root vegetables', 'white bread'}),	0.007930859176410779
frozenset({'chicken', 'whipped/sour cream'}),	0.007219115404168785
frozenset({'cream cheese ', 'bottled water'}),	0.005897305541433655
frozenset({'soda', 'specialty bar'}),	0.007219115404168785
frozenset({'sausage', 'coffee'}),	0.006914082358922217
frozenset({'soda', 'beef'}),	0.00813421453990849
frozenset({'sausage', 'chocolate'}),	0.0066090493136756485
frozenset({'butter', 'pork'}),	0.005490594814438231
frozenset({'chicken', 'bottled water'}),	0.0052872394509405184
frozenset({'pip fruit', 'fruit/vegetable juice'}),	0.009557702084392475
frozenset({'citrus fruit', 'tropical fruit'}),	0.0199288256227758
frozenset({'napkins', 'tropical fruit'}),	0.010066090493136757
frozenset({'soft cheese', 'whole milk'}),	0.0075241484494153535
frozenset({'hard cheese', 'whole milk'}),	0.010066090493136757
