frozenset({'citrus fruit', 'other vegetables', 'tropical fruit'}),	0.009049313675648195
frozenset({'rolls/buns', 'newspapers', 'whole milk'}),	0.007625826131164209
frozenset({'yogurt', 'curd', 'other vegetables'}),	0.006100660904931368
frozenset({'other vegetables', 'margarine', 'rolls/buns'}),	0.005185561769191663
frozenset({'other vegetables', 'soda', 'domestic eggs'}),	0.005083884087442806
frozenset({'other vegetables', 'butter', 'tropical fruit'}),	0.005490594814438231
frozenset({'root vegetables', 'other vegetables', 'rolls/buns'}),	0.012201321809862735
frozenset({'whole milk', 'whipped/sour cream', 'domestic eggs'}),	0.0056939501779359435
frozenset({'rolls/buns', 'frozen vegetables', 'whole milk'}),	0.005083884087442806
frozenset({'citrus fruit', 'other vegetables', 'root vegetables'}),	0.010371123538383325
frozenset({'other vegetables', 'bottled water', 'rolls/buns'}),	0.007320793085917641
frozenset({'yogurt', 'rolls/buns', 'pastry'}),	0.005795627859684799
frozenset({'root vegetables', 'yogurt', 'tropical fruit'}),	0.00813421453990849
frozenset({'sausage', 'whipped/sour cream', 'whole milk'}),	0.005083884087442806
frozenset({'brown bread', 'tropical fruit', 'whole milk'}),	0.0056939501779359435
frozenset({'root vegetables', 'other vegetables', 'butter'}),	0.0066090493136756485
frozenset({'soda', 'bottled water', 'whole milk'}),	0.0075241484494153535
frozenset({'yogurt', 'other vegetables', 'bottled water'}),	0.00813421453990849
frozenset({'soda', 'shopping bags', 'rolls/buns'}),	0.00630401626842908
frozenset({'other vegetables', 'curd', 'tropical fruit'}),	0.0052872394509405184
frozenset({'other vegetables', 'brown bread', 'whole milk'}),	0.009354346720894764
frozenset({'root vegetables', 'other vegetables', 'yogurt'}),	0.012913065582104729
frozenset({'rolls/buns', 'bottled water', 'tropical fruit'}),	0.005388917132689374
frozenset({'yogurt', 'fruit/vegetable juice', 'whole milk'}),	0.00945602440264362
frozenset({'root vegetables', 'soda', 'whole milk'}),	0.00813421453990849
frozenset({'yogurt', 'rolls/buns', 'tropical fruit'}),	0.008744280630401627
frozenset({'bottled water', 'fruit/vegetable juice', 'whole milk'}),	0.005795627859684799
frozenset({'soda', 'fruit/vegetable juice', 'whole milk'}),	0.006100660904931368
